Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
The Haunt,1,1015,61,93,87
Rhythm & Blues,1,58,78,20,95
Woof!,1,54,64,13,77
Mandarine & Cow,1,326,86,20,60
Borodach,1,960,95,36,94
Borodach,2,656,89,31,84
Borodach,3,620,91,43,98
One Love,1,113,53,14,93
The Hunt for the Trump Tapes,1,21,21,10,20
Ghost,1,50,48,6,17
Good Girls Don't...,1,394,89,51,63
Good Girls Don't...,2,197,90,8,100
Good Girls Don't...,3,85,56,6,100
The Tanner,1,444,90,21,52
Shepherds,1,182,66,32,97
Class Act,1,517,92,36,64
The Rounders,1,230,80,32,75
King Bros.,1,10,89,6,100
Kimboo,1,8,20,8,100
Jammin,1,127,86,16,69
Aïcha,1,11,86,5,80
Monty,1,25,92,7,100
L'Échappée,1,11,100,11,100
L'Échappée,2,7,100,8,100
Antón,1,1241,91,29,83
Antón,2,194,74,8,38
Doris,1,14,62,16,88
The World According to...,1,49,80,22,82
B.A.B.S.,1,8,88,28,57
Extra Gear,1,34,86,43,93
Haggard,1,44,75,26,100
American MC,1,2117,85,89,92
American MC,2,348,64,27,60
Guy Code,1,309,75,12,42
Clutch,1,40,98,8,100
Clutch,2,18,100,6,100
Golden Showcase,1,70,93,13,69
Golden Showcase,2,41,92,5,80
Golden Showcase,3,39,76,5,80
Golden Showcase,4,84,57,6,33
Plons,1,1495,84,5,100
Plons,2,278,88,5,100
Plons,3,516,78,12,100
Plons,4,150,71,8,75
Universo Z,1,129,91,12,100
Workshop,1,113,85,8,75
Posse,1,597,86,81,96
Posse,2,165,89,39,97
Dinette,1,2881,98,27,93
Dinette,2,2547,98,34,94
Dinette,3,3399,95,40,91
Dinette,4,3306,44,28,54
Londyn,1,5,60,5,40
Horace,1,344,92,26,96
HappyLand,1,24,71,9,56
Jenny Jones,1,382,93,81,90
Makkari,1,66,71,19,63
Marielena,1,4862,95,47,100
Marielena,2,361,91,28,89
Magarasi,1,120,98,13,77
The Four: Battle for Stardom,1,47,33,6,17
Chelsea Does,1,83,70,14,79
Dead To Me,1,480,93,50,86
Dead To Me,2,346,88,38,95
Mr. & Mrs. Dracula,1,191,78,8,88
La Gira,1,160,85,18,50
Holly Weed,1,104,83,22,95
Holly Weed,2,59,85,9,100
Holly Weed,3,96,74,7,86
Holly Weed,4,81,75,5,60
Holly Weed,5,65,73,6,50
The Liars,1,176,86,11,100
Dropperz,1,637,67,60,87
Dropperz,2,131,74,12,90
Dropperz,3,66,69,8,100
Dropperz,4,200,48,11,100
Dropperz,5,82,54,5,80
Drama Queenz,1,37,68,11,91
Dispatches,1,160,72,37,86
Joe Exotic,1,804,84,98,86
StarTalk,1,50,76,5,60
Vidya,1,470,75,39,100
Vidya,2,37,86,14,100
Vidya,3,23,74,10,100
Jacob's Cross,1,339,76,46,87
Ray & Clovis,1,310,91,43,77
Ray & Clovis,2,284,92,11,73
Ray & Clovis,3,231,93,13,77
Ray & Clovis,4,135,79,6,50
Ray & Clovis,5,195,67,5,100
Ray & Clovis,6,69,93,5,60
Too Young to Die,1,55,87,37,70
Gallery,1,33,94,9,100
La collection,1,76,95,12,42
Science & Futurism with Isaac Arthur,1,566,92,28,100
Mercy Me,1,60,62,9,33
Books,1,16,93,7,86
Good Cops,1,175,85,26,50
Coupled,1,18,83,9,100
Bobo,1,38,70,12,100
Looi,1,16,88,20,85
I Am Cait,1,350,33,43,86
Sherlok,1,2881,98,27,93
Sherlok,2,2547,98,34,94
Sherlok,3,3399,95,40,91
Sherlok,4,3306,44,28,54
Captive,1,22,55,8,75
Dogs,1,15,75,13,92
The Amerikans,1,1317,93,54,87
The Amerikans,2,891,96,38,97
The Amerikans,3,966,94,53,100
The Amerikans,4,819,93,48,99
The Amerikans,5,562,90,42,94
The Amerikans,6,460,92,35,99
America to Me,1,62,67,28,100
Taka & Maka,1,201,90,15,67
Another Life,1,2612,60,18,6
Berlin,1,171,92,15,60
Half Cast,1,749,93,46,76
Half Cast,2,401,93,23,91
Half Cast,3,169,94,23,96
Half Cast,4,203,87,27,100
Sheldon & Mr. Randoms,1,762,73,46,76
Texas Willie,1,6,33,10,40
Breakfast,1,11,64,5,80
Lolywood,1,811,76,126,57
Troll Hunters,1,338,97,16,94
Según Roxi,1,206,77,30,90
Lies and Love,1,8,50,8,88
Queen of the Game,1,12,75,13,38
The New Yorker Presents,1,66,88,22,86
Cat-Astrophe,1,1497,93,40,100
Cat-Astrophe,2,300,90,34,100
Cat-Astrophe,3,121,97,42,100
Cat-Astrophe,4,74,87,40,95
The Olympig,1,14,71,10,100
Minty,1,25,92,7,100
Truth & Iliza,1,50,86,32,78
United!,1,18,33,5,40
Gimik,1,58,81,19,100
Harry Hill,1,192,82,42,50
Complexe G,1,19,100,12,67
Akis,1,243,58,13,54
The Sonic & Amy Show,1,23,91,5,40
Lily&Pepper,1,232,90,15,60
Lily&Pepper,2,143,86,7,71
Mihaela,1,291,72,75,97
Mala Minê,1,141,83,24,96
Kalash,1,13,77,6,67
Maria,1,165,89,15,93
The Couple,1,124,44,35,26
Commune,1,789,96,41,90
Commune,2,659,98,18,100
Commune,3,597,97,22,91
Commune,4,554,57,40,65
Commune,5,754,94,42,93
Commune,6,620,85,36,89
True Law,1,58,86,39,64
Sharp,1,1802,82,128,92
The Plantons,1,354,99,24,92
Living Undocumented,1,20,85,5,100
Forte Flix,1,8,50,24,71
Kink,1,459,97,14,93
Kink,2,159,94,7,100
S.W.A.L.K.,1,268,81,49,20
The Worker,1,66,88,22,86
Twogether,1,416,80,43,93
Twogether,2,90,93,17,88
Mutt & Stuff,1,10,80,27,48
Raymond,1,14,62,16,88
Medic!,1,89,83,6,50
Maani & City of Struggles Paints,1,25,48,6,83
Lovebites,1,887,86,46,87
Lovebites,2,239,85,27,96
Lovebites,3,159,87,11,100
My Guys,1,128,76,31,81
One & Done,1,175,89,57,74
I Rock,1,90,93,12,83
D'Originals,1,491,89,28,57
D'Originals,2,325,92,6,100
D'Originals,3,260,91,6,100
D'Originals,4,176,89,5,100
D'Originals,5,181,86,6,67
Gold Digger,1,20,60,21,57
Four Weddings,1,140,81,38,42
Vernal & Juanita,1,705,92,35,91
Vernal & Juanita,2,187,93,17,88
Vernal & Juanita,3,118,88,16,100
Vernal & Juanita,4,101,89,10,100
Royal Love,1,44,94,12,75
Boys,1,3646,91,101,84
Boys,2,1657,79,95,97
Hale and Pace,1,749,93,46,76
Hale and Pace,2,401,93,23,91
Hale and Pace,3,169,94,23,96
Hale and Pace,4,203,87,27,100
Clean House,1,99,65,12,50
Getaway,1,1577,86,56,85
Getaway,2,529,88,87,93
Getaway,4,273,80,8,100
Getaway,5,168,93,6,83
Getaway,6,75,87,5,80
Fe4RLess,1,33,94,15,73
"Alice, I Think",1,93,72,24,96
Ellenwood,1,14,93,13,100
Dérapages,1,87,92,24,83
Dérapages,2,42,86,21,90
Dérapages,3,34,93,18,100
Dérapages,4,35,93,11,100
Dérapages,5,56,93,13,85
Avengers Assemble!,1,8,60,7,71
Mattie,1,698,87,19,68
Mattie,2,306,92,7,100
Mattie,3,265,91,7,100
The Boys,1,3646,91,101,84
The Boys,2,1658,79,95,97
DEA,1,8,100,8,100
First DawG,1,11015,73,84,20
First DawG,2,1617,70,47,55
Ícaro,1,21,86,6,100
Flipper & Lopaka: The Search for Neptune's Trident,1,8,50,24,71
Claudine,1,223,97,33,70
Flokken,1,677,62,33,82
The Hamptons,1,566,92,28,100
Bobby & Harriet Get Married,1,48,87,21,95
Continue?,1,215,86,12,58
Karmic,1,59,93,29,72
Karmic,2,29,91,12,100
Karmic,3,24,89,9,89
Leny&Beny (Proof of Concept),1,216,99,15,100
To Binge,1,62,67,28,100
The Grimps,1,8885,94,53,30
The Grimps,2,2115,94,14,100
Nikola,1,53,79,32,34
Stado,1,1038,71,25,44
Stado,2,565,91,7,86
Stado,3,561,93,6,100
Jalan,1,43,63,12,67
Make Love,1,887,86,46,87
Make Love,2,239,85,27,96
Make Love,3,159,87,11,100
Sultan,1,56,73,15,93
The Jack Show,1,13,78,10,70
終極一班4,1,25,48,6,83
Clarita,1,30,83,73,78
Clarita,2,437,95,19,89
Clarita,3,25,96,18,100
Innocenza,1,11,67,5,60
Mishap,1,108,66,18,50
Avicenna,1,41,93,13,54
Time & Place,1,37,95,8,100
The Regiment,1,480,87,22,59
Gung Ho,1,43,63,12,67
Anjali,1,662,95,24,92
Helmi,1,399,73,28,79
Helmi,2,175,60,6,83
The Dakotas,1,990,79,78,67
The Dakotas,2,122,84,17,82
Block!,1,871,96,22,95
Block!,2,129,85,9,100
Block!,3,78,91,10,90
iLove,1,113,53,14,93
Adrishya,1,325,80,8,100
Insajder,1,29,89,13,100
Oasis,1,88,94,12,75
Tårtan,1,122,84,15,100
Liberi tutti,1,78,48,19,37
CaRtOoNz,1,243,49,25,32
Trashville,1,140,91,51,90
Trashville,2,118,85,9,100
Trashville,3,109,93,8,100
Trashville,4,70,88,9,89
Trashville,5,183,32,7,86
Trashville,6,36,32,5,80
Spun,1,436,91,17,59
DisEnchanted,1,1022,75,89,62
Tiger & Dragon,1,804,84,98,86
The Planets,1,7,100,10,100
Kids Unlimited,1,17,75,6,50
Mercury,1,105,92,5,100
Mercury,2,71,97,5,100
Mercury,3,71,97,7,100
Mercury,4,71,93,15,100
Mercury,5,7,100,29,90
Gifted,1,1012,75,54,76
Gifted,2,316,65,12,83
T.O.D.A.S.,1,11,91,9,78
Fresh!,1,706,87,52,90
Fresh!,2,103,95,11,100
Fresh!,3,45,80,9,100
Fresh!,4,55,70,7,86
Deus,1,409,77,85,81
The Banker,1,77,91,7,86
Sex & Ethnicity,1,27,67,5,100
BOSS女王,1,82,90,37,76
BOSS女王,2,57,96,21,86
Donny!,1,14,50,13,23
Tag,1,9,11,6,67
The Gentlemen's League,1,11,100,7,100
Carrusel,1,112,71,39,92
Arturo & Kiwi,1,9,78,15,93
Vlady & Mirò,1,223,78,37,95
Vlady & Mirò,2,26,76,16,100
Holms,1,967,96,28,71
Holms,2,546,93,12,100
Hen,1,139,87,24,96
Hen,2,287,76,19,100
Tipped,1,1979,94,44,77
Tipped,2,1255,97,21,95
Tipped,3,1799,97,26,100
Tipped,4,1447,94,33,100
Back to Reality,1,7,86,5,80
High Drawma,1,213,79,71,86
Leon,1,167,87,25,88
Rebels,1,788,75,12,92
Rebels,2,564,84,6,100
Rebels,3,491,83,6,100
Rebels,4,384,82,10,100
Impostor,1,336,87,13,92
City Life,1,13,62,6,100
Franzi,1,19,44,6,100
Will Power,1,53,71,6,100
Zoe & Charlie,1,213,79,71,86
Palace Hill,1,10,71,5,100
Sissy,1,962,90,48,81
Sissy,2,555,83,19,53
Sissy,3,329,55,17,53
Venture,1,41,90,11,55
O',1,21,95,8,88
Madam & Eve,1,375,83,52,67
Lenny,1,383,93,81,90
Tiswas,1,31,45,10,80
Succession War,1,263,83,82,88
Succession War,2,425,91,70,97
Achú,1,612,95,33,100
Malkin,1,37,46,18,67
Full Frontal Comedy,1,1037,47,27,100
DAS!,1,61,79,34,85
God & Co.,1,345,87,29,59
Ted & Dory Detectives,1,391,98,52,88
EggZ,1,65,92,8,100
Stills,1,135,88,25,52
Liv,1,487,83,75,81
Button Moon,1,16,93,13,92
Wallace,1,8,100,8,100
DeVanity,1,65,91,37,89
Geng Anam,1,43,63,12,67
Survival Stars,1,77,72,15,93
Survival Stars,2,17,82,8,100
Survival Stars,3,41,74,8,100
Last Chance U,1,73,95,13,92
Last Chance U,2,38,92,8,100
Last Chance U,3,41,78,5,80
Last Chance U,4,8,50,5,100
Last Chance U,5,8,88,6,100
Dave Chappelle,1,331,91,18,72
Vice News Tonight,1,9,62,6,67
UnChartered,1,26,77,7,86
Bats,1,8094,13,50,80
"Enemies: The President, Justice & The FBI",1,8,40,5,100
The Word,1,97,72,29,83
Beto,1,82,59,27,96
Uploaded,1,886,86,55,87
Nati ieri,1,1022,75,89,62
Amsturdam,1,53,79,32,34
Caru,1,23,59,20,80
Everybody's Woman,1,14,62,16,88
Judwa,1,6,67,10,70
Gran,1,43,84,14,71
Just in Time,1,92,64,26,27
Bowler,1,135,88,25,52
Distance,1,5,80,11,55
The Sven & Bat Show,1,107,79,8,75
Pitch & Potch,1,218,83,54,94
Emerald Code,1,417,78,42,38
Unbelievable,1,1067,89,83,98
Adam,1,22,71,5,100
Castles,1,1374,80,76,87
Castles,2,217,79,35,89
C.O.L.A,1,20,75,20,35
Ethos,1,29,81,11,36
DITV,1,109,72,62,63
DITV,2,52,80,12,83
DITV,3,13,38,8,88
Socias,1,5,80,11,55
Wonderama,1,5,100,16,75
Fling,1,8,50,5,40
Adam & Joe,1,22,71,5,100
G.I.L.F.,1,100,62,17,24
Cliques,1,15,77,8,100
Games Night,1,811,76,126,57
Feed Me,1,223,78,37,95
Feed Me,2,26,76,16,100
Porodica,1,400,86,33,58
Ditte & Louise,1,89,78,46,85
VICE,1,11,89,13,85
Jiya Jale,1,92,76,15,40
Vilda,1,470,75,39,100
Vilda,2,37,86,14,100
Vilda,3,23,74,10,100
Game Sack,1,1752,93,26,92
Game Sack,2,175,73,5,60
Julianus barát,1,92,100,11,100
Julianus barát,2,9,89,9,100
Enemies,1,8,40,5,100
Condo,1,180,88,14,86
Landed,1,34,68,8,75
The Fall,1,687,93,20,95
The Fall,2,683,92,15,93
The Fall,3,244,74,22,64
Flinch,1,8,50,5,40
Family Problems,1,76,91,6,100
Anna Luna,1,88,97,9,67
Kris,1,14,50,24,58
Scott On...,1,155,89,12,75
The Johnson Show,1,127,60,25,100
The Tycoon,1,176,93,41,46
Sangat,1,40,94,7,100
De Hoppers,1,457,91,37,78
De Hoppers,2,589,53,8,88
De Hoppers,3,254,53,5,80
Anna Liza,1,86,81,19,26
The Subpranos,1,705,97,26,100
The Subpranos,2,438,99,16,94
The Subpranos,3,396,99,11,100
The Subpranos,4,370,97,11,91
The Subpranos,5,366,98,13,92
The Subpranos,6,458,97,37,89
Comedy Doctors,1,12,75,12,100
Comedy Doctors,2,5,60,6,67
Bloody Maria,1,294,81,18,100
Freddie and Max,1,855,88,45,82
Freddie and Max,2,691,89,21,90
Freddie and Max,3,454,93,21,95
Freddie and Max,4,440,94,17,100
Freddie and Max,5,495,90,21,100
Half Blue,1,11,91,6,67
Hooch,1,2612,60,18,6
Jab,1,391,56,54,78
Shimmy,1,64,93,5,100
Locs,1,908,68,61,66
Lahfa,1,36,67,5,80
The Lowe Files,1,29,96,5,60
The Four,1,47,33,6,17
Date Me,1,117,80,26,85
Mare,1,14,100,20,85
Pambelé,1,60,62,9,33
Ensemble,1,8,60,7,71
The Mysteries,1,211,74,51,24
Fawda,1,237,93,6,100
Fawda,2,65,97,6,100
Fawda,3,55,84,6,100
Cheyenne & Lola,1,77,73,18,44
Hill House,1,4067,91,97,93
Outland,1,2626,93,52,91
Outland,2,1649,92,25,92
Outland,3,679,93,15,93
Outland,4,465,83,10,88
Outland,5,199,88,5,95
Doorman,1,380,95,28,82
Doorman,2,83,85,11,100
The Galton & Simpson Playhouse,1,58,86,39,64
Sunny,1,29,59,14,36
Imlie,1,641,84,57,95
Imlie,2,231,88,26,96
Imlie,3,172,78,35,100
Imlie,4,37,86,13,100
Felt,1,21,52,14,64
Auction Hunters,1,85,59,14,0
Modd Couples,1,124,44,35,26
Süper Baba,1,95,65,8,63
Leaving,1,1993,25,95,98
stalkTALK,1,50,76,5,60
Viking,1,1324,90,33,82
Viking,2,1080,96,14,93
Viking,3,1119,95,11,100
Viking,4,1260,90,12,92
Viking,5,944,83,11,91
Viking,6,301,76,9,100
Novel Adventures,1,434,42,40,65
The Daily,1,391,56,54,78
Damaged Goods,1,87,92,24,83
Damaged Goods,2,42,86,21,90
Damaged Goods,3,34,93,18,100
Damaged Goods,4,35,93,11,100
Damaged Goods,5,56,93,13,85
Assembly,1,8,60,7,71
Never Better,1,60,89,15,80
Prime Time,1,8,71,5,100
Good Behaviour,1,361,93,27,78
Sex Drugs & Theatre,1,138,89,46,59
Sex Drugs & Theatre,2,76,89,8,63
Motel,1,855,88,45,82
Motel,2,691,89,21,90
Motel,3,454,93,21,95
Motel,4,440,94,17,100
Motel,5,495,90,21,100
Losmen,1,138,84,7,43
Love & Listings,1,887,86,46,87
Love & Listings,2,239,85,27,96
Love & Listings,3,159,87,11,100
The Westerner,1,168,84,27,52
Ble.,1,129,76,11,82
The Call,1,104,91,21,95
The Call,2,46,88,5,80
The Call,3,74,96,8,88
The Call,4,68,96,5,100
The Call,5,23,88,5,80
Drama Special,1,34,89,24,75
Love Bytes,1,887,86,46,87
Love Bytes,2,239,85,27,96
Love Bytes,3,159,87,11,100
DCS,1,484,78,38,89
The Ring,1,12,100,6,100
Comedy Woman,1,77,73,18,44
Face Candy,1,690,73,50,36
Face Candy,2,112,74,6,50
Brat Chat,1,170,89,27,30
Ninis,1,182,88,38,71
Tracklist,1,54,60,5,60
Vaughan,1,17,100,19,95
Society,1,382,78,36,86
L.O.L,1,32,22,5,80
Monte Calvario,1,1495,84,5,100
Monte Calvario,2,278,88,5,100
Monte Calvario,3,516,78,12,100
Monte Calvario,4,151,71,8,75
Shorr,1,261,91,31,94
W.E.B.,1,17,46,11,45
The Circle: France,1,19,59,13,31
Trust Us with Your Life,1,172,78,60,78
Gas,1,684,85,27,89
Alo,1,68,79,13,62
Ghoul,1,221,80,15,87
Hamlet,1,16,94,21,95
Hamlet,2,36,97,6,100
Love & Marriage: Huntsville,1,887,86,46,87
Love & Marriage: Huntsville,2,239,85,27,96
Love & Marriage: Huntsville,3,159,87,11,100
Kingi,1,459,97,14,93
Kingi,2,159,94,7,100
Bear Tours,1,487,83,75,81
Cone Zone,1,6,67,28,54
Cone Zone,2,6,33,11,55
Fail,1,21,52,14,64
Barman,1,16,93,13,92
The Hahns,1,119,60,6,100
Morty,1,2169,97,28,96
Morty,2,1549,98,13,91
Morty,3,1898,95,10,96
Morty,4,968,83,33,94
Debra,1,9,78,5,100
Stan the Man,1,33,94,9,100
Comedy Joy Ride,1,213,79,71,86
Patti,1,811,76,126,57
Therapy,1,18,83,9,100
Pinheads,1,43,96,26,100
Libération,1,327,79,19,79
Libération,2,76,89,5,100
K&A,1,111,95,9,100
K&A,2,29,93,9,100
K&A,3,15,100,6,100
Masakali,1,43,63,12,67
Lizzie Borden,1,99,65,12,50
Adam & Ève,1,22,71,5,100
Wicked,1,61,67,45,18
Axel!,1,9,78,12,83
"Teresina, S.A.",1,211,88,6,100
Woops!,1,38,55,8,100
Perla,1,23,100,5,100
Waadi,1,391,98,52,88
Gamboa,1,33,94,15,73
Upstart,1,11,82,13,69
Revaluation,1,118,49,55,55
Revaluation,2,195,81,14,79
Beyond Borders,1,60,37,16,25
Chicago Hack,1,111,89,31,61
Fore!,1,64,91,14,86
Lost & Found,1,103,98,31,94
Lost & Found,2,699,94,12,100
Lost & Found,3,649,94,17,71
Lost & Found,4,613,93,25,88
Lost & Found,5,593,87,21,90
Lost & Found,6,868,83,34,68
Kismet,1,89,89,6,100
Steve,1,129,91,12,100
Steve,2,89,92,6,100
Steve,3,85,90,9,100
Steve,4,85,90,8,100
Steve,5,121,90,13,100
Steve,6,59,73,7,100
Dogs in the City,1,15,75,13,92
"I, Claudius",1,9,88,23,100
Elisha,1,80,39,30,20
Streetlab,1,16,75,20,75
Hilary,1,539,60,65,58
Mrs. & Mr. Sharma Allahabadwale,1,259,66,98,96
Alien Sam,1,419,89,50,92
Alien Sam,2,121,98,13,100
Alien Sam,3,27,89,14,100
Discovered,1,574,84,32,94
Mirror,1,2532,93,16,98
Mirror,2,1508,93,9,87
Mirror,3,2291,93,65,86
Mirror,4,1848,83,96,85
Mirror,5,298,46,39,68
Odds,1,73,69,16,81
Childhood,1,161,72,30,70
Love & Hip Hop: Miami,1,887,86,46,87
Love & Hip Hop: Miami,2,239,85,27,96
Love & Hip Hop: Miami,3,159,87,11,100
The Castle,1,1848,89,61,95
The Castle,2,862,88,25,64
The Castle,3,443,87,21,86
The Castle,4,247,60,13,92
Magic,1,9,33,5,100
Darian Blue,1,17,82,8,13
Pypo,1,43,63,12,67
Bentley,1,745,85,48,52
Bentley,2,135,87,8,88
Bentley,3,62,84,6,83
Yasmine,1,108,53,29,59
Room of King,1,15,73,17,82
The Wives,1,70,79,30,47
Kelsey,1,338,97,16,94
Shooters,1,310,79,17,47
Girls Room,1,211,88,6,100
Catherine The Great,1,85,32,40,68
Lucky Jay,1,191,82,19,37
Dirty,1,207,89,13,100
Dirty,2,34,91,6,100
Annie's Bar,1,762,73,46,76
Vikings!,1,1324,90,33,82
Vikings!,2,1080,96,14,93
Vikings!,3,1119,95,11,100
Vikings!,4,1260,90,12,92
Vikings!,5,944,83,11,91
Vikings!,6,301,76,9,100
Whitey,1,28,47,19,53
Cheri,1,9,100,9,78
Sole Kings,1,389,91,34,76
Sole Kings,2,107,96,5,80
Abby & Brittany,1,44,45,19,68
Ruth and Lori,1,1276,73,54,89
Ruth and Lori,2,214,72,7,86
ORFAM,1,4032,91,52,96
ORFAM,2,577,89,35,91
Elevator,1,12,92,23,91
Elevator,2,16,94,10,80
Elevator,3,185,89,17,100
Elevator,4,56,95,16,81
Elevator,5,36,47,21,86
La Red,1,66,86,18,39
Sexton,1,6,40,28,14
Alba,1,323,76,8,88
The Vent,1,41,90,11,55
Génération Q,1,97,72,29,83
Bradley,1,18,78,14,86
Luci,1,2400,82,43,49
Luci,2,1356,80,9,100
Luci,3,1422,78,7,100
Luci,4,855,86,8,100
Luci,5,470,80,21,81
The Children,1,14,64,18,94
Zero Hero,1,18,73,11,100
Aggie,1,125,96,25,100
Joe & Valerie,1,23,100,5,100
Mecca,1,347,78,10,80
Wannabe's,1,7,71,5,80
The Roof,1,112,81,20,45
The Founders,1,337,74,24,83
Sophie,1,80,80,43,100
Street Gear,1,105,78,22,73
Tsha tsha,1,38,84,5,80
Dangwa,1,22,91,7,86
Bastards,1,227,61,56,46
Grandstand,1,12,80,18,94
Azmi & Ashjan,1,16,94,7,100
Explicit,1,13,91,11,36
Girl Cave,1,27,88,7,100
Millenniums,1,5,100,6,67
The Pilot Show,1,128,67,15,67
Kill Tony,1,175,85,26,50
Criminal Crimes,1,45,91,38,84
Holy Moly,1,21,67,11,91
Sex and the City,1,38,70,29,55
Sex and the City,2,19,94,5,60
Sex and the City,3,16,93,6,67
Sex and the City,4,16,94,7,86
Sex and the City,5,15,87,11,73
Sex and the City,6,26,81,16,88
House Hacks,1,4067,91,97,93
Sanity,1,372,85,26,62
Deathless,1,22,91,7,86
Kirstie & Phil's Love It or List It,1,7,40,20,35
Midnight,1,452,88,28,61
Outed,1,602,86,21,71
Carbone,1,103,98,31,94
Carbone,2,699,94,12,100
Carbone,3,649,94,17,71
Carbone,4,613,93,25,88
Carbone,5,593,87,21,90
Carbone,6,868,83,34,68
Kat,1,80,79,22,91
Dracula,1,1087,57,54,70
Anam,1,221,65,18,61
Mamin dan,1,76,95,12,42
Me & Mi Kru,1,105,89,24,63
Perceptions,1,35,83,26,42
Flight Plan,1,789,86,89,57
Flight Plan,2,193,76,20,40
MRS.,1,259,66,98,96
Kids War,1,122,84,15,100
Klim,1,88,93,12,100
The Incident,1,128,67,15,67
The Interns,1,6,100,7,71
Comedy dangal,1,13,67,5,60
Blackbird,1,575,95,29,62
Håkan Bråkan,1,382,97,19,84
Lost Angels,1,30,63,30,70
Lena,1,7,43,19,84
Space Farce,1,2050,75,95,38
After Life,1,967,93,45,73
After Life,2,344,85,29,76
Rodham,1,199,46,55,80
Stringer,1,28,47,19,53
Pandemos,1,34,79,8,100
Rasín,1,103,83,9,67
La diva,1,1848,89,61,95
La diva,2,862,88,25,64
La diva,3,443,87,21,86
La diva,4,247,60,13,92
eBand,1,745,98,32,94
Suspect,1,24,69,16,50
Eye Witness,1,9,78,12,83
Warriors of Liberty City,1,13,62,6,100
Spike,1,207,74,61,85
Spike,2,12,42,10,70
M.I.N.T.,1,99,70,31,45
Lobos,1,13,67,5,60
Morning T&T,1,1546,93,104,61
Imported,1,336,87,13,92
Zooming,1,583,65,60,88
Broken Road,1,19,100,20,85
Mariah,1,27,53,9,44
Torrente,1,37,63,25,44
Jeremy Jahns,1,40,98,8,100
Jeremy Jahns,2,18,100,6,100
Dentro,1,83,80,19,89
Dentro,2,55,92,9,100
Anjali,1,664,95,24,92
Lumina,1,9,44,17,59
Wolves,1,656,79,49,78
Wigs,1,135,81,21,24
Natasha,1,678,62,33,82
Hollywood,1,811,76,126,57
Anego,1,56,79,47,49
Bablo,1,612,95,33,100
The CLOSET,1,175,96,9,100
Med,1,201,74,13,92
Duts,1,1042,92,36,94
Duts,2,16,62,12,100
Trishna,1,7,43,19,84
The Spike,1,50,98,9,100
Pretty,1,176,86,11,100
Grace Harte,1,33,75,8,75
Moska,1,78,61,41,78
Binta,1,43,96,26,100
Groucho,1,38,55,8,100
Kane & Disabled,1,400,86,33,58
Fox News,1,464,85,38,87
Fox News,2,313,88,18,89
Fox News,3,402,83,16,94
Fox News,4,360,87,11,100
Fox News,5,201,80,6,100
Matt Waters,1,827,87,41,83
Matt Waters,2,682,95,14,100
Shroud,1,210,72,38,42
His & Hers,1,1258,81,96,80
Transplants,1,21,76,8,75
Thick Skin,1,114,50,25,52
Love & Sex,1,887,86,46,87
Love & Sex,2,239,85,27,96
Love & Sex,3,159,87,11,100
Pesma,1,8,83,6,67
The Comedy Years,1,16,88,8,100
Everything,1,67,91,17,94
Rox,1,105,78,22,73
Adjacent,1,14,25,5,100
Bound,1,237,80,14,71
Emu,1,71,81,14,64
Emu,2,53,84,8,88
Dani & Flo,1,393,83,14,100
Dani & Flo,2,239,90,12,92
Jerry Jackson,1,194,95,24,100
Jerry Jackson,2,123,97,30,97
THOTless,1,112,94,7,100
Down the 'Gate,1,240,67,14,79
Down the 'Gate,2,189,77,6,50
Down the 'Gate,3,181,95,8,100
Down the 'Gate,4,46,100,6,100
Down the 'Gate,5,163,96,6,100
Down the 'Gate,6,161,95,5,100
Down the 'Gate,7,187,93,10,100
Originals,1,491,89,28,57
Originals,2,325,92,6,100
Originals,3,260,91,6,100
Originals,4,176,89,5,100
Originals,5,181,86,6,67
Pleaser,1,163,95,6,100
Pleaser,2,94,97,7,100
Pleaser,3,96,98,5,100
Pleaser,4,65,95,8,100
Safu,1,458,76,24,71
Modern Romance,1,172,85,63,75
James Charles,1,49,71,20,100
Bone Collector,1,63,65,11,36
Gier,1,133,87,22,100
Yolo,1,339,76,46,87
Ben and David,1,127,88,33,61
underGRAD,1,253,93,30,93
underGRAD,2,100,80,9,100
Fail Army,1,626,23,24,71
Vangeliya,1,78,79,47,72
Lol,1,32,22,5,80
Tyrone,1,90,91,10,80
Crystal,1,1036,94,77,88
The Creatives,1,150,90,10,100
Unboxing,1,85,78,79,75
Cri Cri,1,45,91,38,84
Tong Wars,1,263,83,82,88
Tong Wars,2,425,91,70,97
Justine & Rebel,1,20,94,5,40
Joe & Mabel,1,23,100,5,100
AGPD,1,61,61,5,60
Ringer$,1,28,80,35,49
Meedness,1,805,84,98,86
Open Call,1,626,23,24,71
Gabby & Debby,1,138,95,17,59
Cobre,1,4864,95,47,100
Cobre,2,362,91,28,89
Pacino & Pacino Talent Agency,1,85,59,14,0
Gaston & Leo Show,1,58,86,39,64
Sports Wars,1,156,94,24,79
The Super Man,1,15,87,5,100
Mariachis,1,27,53,9,44
Arcadia,1,22,74,6,100
Oranges & Lemons,1,2057,92,56,95
Oranges & Lemons,2,1953,92,53,96
Oranges & Lemons,3,1269,79,64,95
Oranges & Lemons,4,1090,87,52,94
Oranges & Lemons,5,631,73,49,71
Oranges & Lemons,6,342,74,37,84
Oranges & Lemons,7,279,75,40,98
I.M.,1,93,59,21,100
