Year,Show,Season,User_Ratings,Audience_Score,Critic_Ratings,Tomatometer
2015,The Late Show,1,205,72,56,91
2020,O Astro,1,43,79,29,55
2017,Breakaway,1,605,91,29,83
2018,Breakaway,2,109,73,10,100
2020,Agent,1,10,60,16,81
2015,Marsman,1,631,88,35,91
2018,The Break,1,244,60,16,81
2017,What Would Diplo Do?,1,40,76,10,90
2020,Selena + Chef,1,17,94,5,100
2016,Haunter,1,85,59,14,0
2019,Threads,1,144,74,18,44
2018,Wyatt Cenac's Problem Areas,1,13,80,9,100
2019,Wayde & Brett's Underwater Explorers,1,274,98,10,100
2013,Scavengers,1,8,60,7,71
1964,Gilliams & De Bie,1,12,73,5,100
1966,Gilliams & De Bie,3,5,80,5,80
2017,Anima Nera,1,63,94,5,100
2014,Skorpios,1,645,75,48,42
2015,Skorpios,2,152,82,5,80
2014,Yasmin,1,108,53,29,59
2017,I Love You,1,113,53,14,93
2020,The Strange & Mysterious Life of Jackson Bean,1,334,75,24,83
2019,Sol,1,204,77,30,90
2020,We're Here,1,59,83,9,100
2012,Scandal!,1,268,81,31,87
2012,Scandal!,2,148,89,21,95
2013,Scandal!,3,237,84,22,95
2014,Scandal!,4,225,81,20,95
2015,Scandal!,5,126,76,20,95
2017,Scandal!,6,117,62,19,95
2017,Scandal!,7,103,43,23,91
2019,Carol & Company,1,79,47,16,50
2013,Bonny,1,69,46,32,59
2020,Transplant,1,20,75,8,75
2004,Foster,1,11,82,7,86
2005,Gabby,1,138,95,17,59
2014,Gabby,4,145,45,8,50
2016,Dark Net,1,43,79,6,67
2019,Turnt,1,174,90,41,54
2010,Ar3na,1,364,86,23,52
2012,Ar3na,2,244,88,11,82
2013,Ar3na,3,262,86,13,69
2016,Love Handles,1,887,86,46,87
2017,Love Handles,2,239,85,27,96
2018,Love Handles,3,159,87,11,100
2020,Spectros,1,21,90,11,100
2020,Lift,1,46,83,29,76
2017,Time After Time,1,55,68,30,67
2018,Innocente,1,11,67,5,60
2013,Like Me,1,163,95,6,100
2014,Like Me,2,94,97,7,100
2015,Like Me,3,96,98,5,100
2017,Like Me,4,65,95,8,100
2019,Society,1,381,78,36,86
2017,The Weepers,1,538,94,31,97
2004,Imaginary Friends,1,11,82,7,86
2015,First Day,1,866,80,55,93
2017,First Day,2,27,62,32,75
2018,Nori & Zin,1,48,98,10,40
2018,Blaise,1,64,73,37,57
2010,Blue Moon,1,17,82,8,13
2019,Dating Around,1,19,67,13,92
2018,The Dangerous Book for Boys,1,17,78,7,71
2016,In/Spectre,1,729,79,65,100
2017,In/Spectre,2,309,71,41,98
2018,In/Spectre,3,113,82,27,94
2020,In/Spectre,4,63,87,20,95
2014,Stunts,1,86,85,38,87
2017,The Replacement,1,12,33,11,100
2019,Infinity,1,40,98,8,100
2020,Infinity,2,18,100,6,100
2018,Dogs & Me,1,15,75,13,92
2015,Dove,1,23,29,12,33
2017,Girls Room,1,211,88,6,100
2018,Girls Room,3,27,85,6,67
2018,Strangers,1,28,47,19,53
1993,The New Land,1,15,87,13,92
1994,The New Land,2,9,78,5,80
2017,Working Mom,1,74,68,12,75
2018,Nakia,1,62,79,6,50
2017,Contrast,1,62,65,15,47
2018,Innocents,1,311,77,43,86
2019,Probe,1,196,84,18,67
2006,Lineman,1,48,87,12,75
2010,Lineman,4,27,89,10,90
2013,Lineman,5,7,71,8,88
2015,The Jack and Triumph Show,1,13,78,10,70
2018,Dani Who?,1,218,85,67,57
2012,Dallas & Robo,1,11,100,31,58
2013,Dallas & Robo,2,11,100,16,94
2014,Dallas & Robo,3,41,88,8,75
2015,Uncle Buck,1,40,48,20,30
2017,Salvage 1,1,155,89,12,75
2020,The Collector,1,63,65,11,36
2015,The Last Days,1,2114,93,31,87
2017,The Last Days,2,507,97,7,86
2018,The Last Days,3,487,97,7,100
2016,Mercs,1,105,78,22,73
1983,Of Monsters and Man,1,16,73,7,100
2018,Majin Bone,1,424,93,22,68
2018,Vanity Fair,1,65,91,37,89
2018,Alba,1,655,74,33,70
2019,The D.A.,1,1035,94,77,88
2009,Charlie Jade,1,43,65,37,70
2010,Charlie Jade,2,23,55,11,64
2011,Charlie Jade,3,28,67,5,80
2019,Vale Tudo,1,470,86,32,88
2020,Vale Tudo,2,95,89,17,100
2008,Bagman,1,16,93,13,92
2011,Bagman,3,15,93,5,100
2019,Class Act,1,514,92,36,64
2016,Love & Consequences,1,887,86,46,87
2017,Love & Consequences,2,239,85,27,96
2018,Love & Consequences,3,159,87,11,100
2016,Barood,1,54,64,13,77
2019,One Shot,1,93,72,24,96
2015,Aída,1,22,71,5,100
2019,The Zone,1,739,38,88,70
2020,The Zone,2,45,53,23,65
2019,Sherman's Showcase,1,21,81,21,100
2014,True Detectives,1,78,100,84,87
2015,True Detectives,2,59,39,87,62
2019,True Detectives,3,78,86,90,85
2018,Genco,1,870,96,22,95
2019,Genco,2,129,85,9,100
2020,Genco,3,78,91,10,90
2012,Black. White.,1,22,83,5,100
2015,The Fear,1,1762,62,63,76
2016,The Fear,2,786,59,30,70
2017,The Fear,3,502,78,6,84
2018,The Fear,4,474,65,6,80
2019,The Fear,5,312,43,9,55
2020,The Fear,6,61,85,6,100
2019,Complete Works,1,145,78,39,74
2020,Complete Works,2,57,75,9,78
2019,What Just Happened??!,1,7,57,6,67
2013,Originals,1,490,89,28,57
2014,Originals,2,324,91,6,100
2015,Originals,3,258,92,6,100
2017,Originals,4,175,89,5,100
2018,Originals,5,180,86,6,67
2019,Sonia,1,13,85,20,80
2017,Futz!,1,452,88,28,61
2017,The Grimes,1,8884,94,53,30
2018,The Grimes,2,2113,94,14,100
2019,Tula,1,217,67,46,98
2016,Second Chances,1,170,89,27,30
2016,Preach,1,2342,86,71,89
2017,Preach,2,646,83,24,91
2018,Preach,3,252,86,13,92
2019,Preach,4,102,76,11,77
2020,Munch,1,173,89,57,74
2007,Gangsters,1,40,94,7,100
2012,Gangsters,4,21,90,5,100
2011,Wild Knights,1,219,68,38,79
2012,Wild Knights,2,116,78,21,81
2013,Wild Knights,3,107,79,13,77
2014,Wild Knights,4,245,66,8,88
2015,Wild Knights,5,123,56,10,70
2019,Knights of the Zodiac: Saint Seiya,1,294,46,5,20
2020,Apple's Way,1,7,100,5,100
2015,Reborn!,1,359,57,50,42
1999,Spider Man,1,17,75,6,50
2019,Unicorn,1,86,74,27,85
2018,Fail Army,1,625,23,24,71
2015,Joe's Life,1,169,77,40,60
2016,Goode Behavior,1,361,93,27,78
2017,The Gus & Eddy Podcast,1,840,48,46,61
2018,Blanche,1,31,71,5,100
2019,Dracula,1,1081,57,54,70
2019,Scoop,1,20,85,6,100
2004,Garth & Bev,1,14,100,20,85
2017,There's... Johnny!,1,9,71,6,83
2016,Divorce,1,109,72,62,63
2018,Divorce,2,52,80,12,83
2019,Divorce,3,13,38,8,88
2009,Castle & Castle,1,154,86,29,69
2009,Castle & Castle,2,106,92,6,100
2010,Castle & Castle,3,96,92,5,60
2011,Castle & Castle,4,96,90,6,83
2012,Castle & Castle,5,97,89,6,67
2013,Castle & Castle,6,206,92,11,91
2014,Castle & Castle,7,167,90,5,80
2015,Castle & Castle,8,91,59,6,100
1988,Murphy Brown,1,8,20,8,100
2018,Murphy Brown,11,97,47,47,45
2003,Peep Show,1,77,91,8,100
2008,Peep Show,5,38,95,9,89
2009,Peep Show,6,39,95,5,100
2010,Peep Show,7,35,89,10,100
2012,Peep Show,8,70,93,10,90
2015,Peep Show,9,25,86,17,100
2020,Adventure Kids,1,6,67,11,91
2016,Broders,1,60,37,16,25
2004,Lost & Found in Asia 2,1,102,98,31,94
2005,Lost & Found in Asia 2,2,698,94,12,100
2006,Lost & Found in Asia 2,3,647,93,17,71
2008,Lost & Found in Asia 2,4,612,93,25,88
2009,Lost & Found in Asia 2,5,592,87,21,90
2009,Lost & Found in Asia 2,6,867,83,34,68
2015,The Family,1,127,88,33,61
2010,Idolos,9,6,33,6,50
2011,Idolos,10,6,67,7,57
2012,Idolos,11,6,67,9,89
2013,Idolos,12,7,0,7,43
2014,Idolos,13,10,40,9,78
2015,Idolos,14,11,60,5,80
2016,Idolos,15,10,60,11,91
2017,Darna,1,289,91,25,64
2019,Deceiving,1,1443,87,67,55
2020,Bigl,1,882,87,55,87
2018,Jim Crow,1,116,74,33,48
2019,Karambol,1,21,86,5,100
2019,Blown Away,1,119,28,7,100
2018,Flint Town,1,137,88,20,95
2019,Squinters,1,20,75,8,50
2010,Bloods,1,70,85,31,84
1984,The Bill Cosby Show,1,8,50,10,90
2018,Save Me,1,16,88,14,100
2017,"Love, Lies and Records",1,8,50,8,88
2019,Curry & Chips,1,21,67,11,91
2010,Capri,1,59,84,27,81
1991,Strut,1,7,86,15,93
2013,Joyee,1,15,92,11,55
2011,Dulce María,1,567,90,19,74
2012,Dulce María,2,393,94,13,85
2013,Dulce María,3,433,91,12,83
2014,Dulce María,4,664,94,9,100
2015,Dulce María,5,388,91,11,100
2016,Dulce María,6,336,79,10,100
2017,Dulce María,7,177,85,15,93
2018,Dulce María,8,210,73,12,100
2019,Dulce María,9,58,76,5,80
2017,Channing,1,143,88,26,85
2019,Rasín,1,102,82,9,67
2016,Three,1,30,80,20,85
1996,Toren C,1,20,100,5,100
2013,Vice,1,11,89,13,85
1982,Duel,1,20,76,11,100
2019,Grand Hotel,1,69,74,19,74
2016,Game of Silence,1,77,85,24,46
2020,Get Organized with the Home Edit,1,18,11,7,86
2019,The Code,1,43,64,11,36
2019,Makhtara,1,78,40,5,40
2017,Gen'ei,1,262,91,30,83
2018,Gen'ei,2,127,24,23,57
2016,Killing Reality,1,63,64,11,73
2019,The Line,1,25,72,18,72
1999,S.P.U.N.G,1,134,97,14,100
2020,Strange Dawn,1,34,68,14,86
2013,Awesome,1,15,54,15,67
1986,A.L.F.,1,14,86,7,57
2015,Carrie's War,1,36,68,19,32
2016,Cubed,1,18,87,5,100
2019,C.O.A.I.E.,1,302,84,38,92
2018,Warriors,1,13,62,6,100
2019,Ratz,1,356,84,43,86
2020,Eileen,1,8,100,8,100
2019,Gonzo,1,78,40,5,40
2019,E.S.P.,1,80,80,26,100
2010,My Little PWNY,1,25,100,10,100
2018,Disenchanted,1,1020,75,89,62
2010,Vignettes,1,2877,98,27,93
2012,Vignettes,2,2543,98,34,94
2013,Vignettes,3,3397,95,40,91
2017,Vignettes,4,3303,44,28,54
2020,Duster,1,383,98,52,87
2018,Levaci,1,323,86,11,82
2019,Mystery Dance,1,8,88,28,57
2019,Marzi,1,164,89,15,93
2011,Brain Trust,1,27,76,5,100
2007,Reap,1,9,57,24,100
2020,Julie,1,349,99,24,92
2020,Gentrified,1,114,78,23,91
2011,Episodic,1,88,87,35,71
2012,Episodic,2,50,87,21,90
2014,Episodic,3,72,77,12,58
2015,Episodic,4,69,95,11,82
2017,Episodic,5,39,100,7,100
2016,Flow,1,92,100,11,100
2018,Flow,2,9,89,9,100
2014,Amores,1,308,89,19,95
2016,Amores,2,62,88,5,80
2016,Love in the Wild,1,887,86,46,87
2017,Love in the Wild,2,239,85,27,96
2018,Love in the Wild,3,159,87,11,100
2020,Ángela,1,38,84,5,80
2018,D.O.P.E. UNIT,1,21,53,6,83
2019,The Spa,1,10,40,12,75
1996,Raymond & Lane,1,14,62,16,88
2004,Raymond & Lane,9,9,100,11,64
2015,American Jesus,1,732,85,47,94
2016,American Jesus,2,377,93,38,95
2017,American Jesus,3,303,87,31,100
2013,Moe & Jerryweather,1,1319,90,33,82
2014,Moe & Jerryweather,2,1076,96,14,93
2015,Moe & Jerryweather,3,1115,95,11,100
2016,Moe & Jerryweather,4,1256,90,12,92
2017,Moe & Jerryweather,5,941,83,11,91
2019,Moe & Jerryweather,6,298,77,9,100
2019,Aida,1,196,84,18,67
2014,Dom,1,244,79,27,48
2015,Dom,2,147,93,5,100
2016,Jenny Jennings,1,9,33,13,69
2020,"B&b, de boca en boca",1,80,92,11,55
2013,The Rousters,1,189,92,18,89
2014,The Rousters,2,130,91,5,100
2015,The Rousters,3,85,91,5,100
2017,The Rousters,5,108,62,9,100
2019,The Villagers,1,22,86,14,36
2014,Karfunkel,1,137,92,8,100
2019,Life After,1,963,93,45,73
2020,Life After,2,342,85,29,76
2018,Citizen,1,27,43,20,85
1997,Lex,1,20,94,7,43
2012,Smash'd,1,36,90,43,79
2013,Smash'd,2,30,66,25,56
2015,Huuma,1,1011,91,62,89
2016,Huuma,2,271,87,17,94
2018,Huuma,3,106,80,13,100
2016,Easy,1,248,74,26,85
2017,Easy,2,122,94,14,86
2019,Easy,3,18,89,8,100
2020,Day X,1,9,100,9,78
2017,Pharaoh,1,53,76,30,53
2013,Follow Me,1,430,85,52,58
2014,Follow Me,2,312,83,7,100
2015,Follow Me,3,134,88,5,100
2016,Revolver,1,52,73,6,100
2017,Up There,1,202,90,37,51
2013,Mr. Trance,1,64,83,26,54
2014,Mr. Trance,2,67,86,14,71
2015,Mr. Trance,3,60,79,7,71
2016,Mr. Trance,4,14,69,5,80
2015,The Man,1,1847,89,61,95
2016,The Man,2,862,88,25,64
2018,The Man,3,443,87,21,86
2019,The Man,4,247,60,13,92
2017,The Long Shot,1,57,69,11,82
2020,Know,1,173,89,57,74
2013,The Bridge,1,214,80,46,91
2014,The Bridge,2,312,90,22,86
2006,Heroes of Cosplay,1,362,94,18,83
2007,Heroes of Cosplay,2,227,66,10,50
2008,Heroes of Cosplay,3,192,48,14,50
2009,Heroes of Cosplay,4,224,54,7,29
2018,Fast Track,1,163,71,34,82
2016,Crime Inc.,1,191,87,30,73
2019,S.O.L,1,204,77,30,90
2019,The Princess & Her Knights,1,10,40,12,75
2020,Adventurer,1,6,67,11,91
2013,GuberMan,3,91,92,14,86
2014,GuberMan,4,94,92,10,100
2017,Young Hamilton,1,566,92,28,100
2017,Love's lies,1,8,50,8,88
2015,Screw,1,709,78,74,68
2016,Screw,2,222,72,6,83
2015,Pass Time,1,59,85,12,75
2015,The Real West,1,59,93,29,72
2016,The Real West,2,29,91,12,100
2017,The Real West,3,24,89,9,89
2018,Michelle's,1,244,60,16,81
2019,Sets,1,51,92,8,100
2013,Mom Coms,1,167,84,40,70
2014,Mom Coms,2,86,90,8,88
2015,Mom Coms,3,52,86,11,100
1988,Candice,1,8,20,8,100
2018,Candice,11,97,47,47,45
2016,"Marina, Marina",1,27,53,9,44
2020,TeenAged,1,648,95,24,92
2016,The Nice Girls,1,9,33,13,69
2018,Homeroom,1,820,72,96,98
2020,Homeroom,2,149,58,45,58
2020,E4 Comedy,1,144,100,8,75
2017,Pushback,1,891,85,89,93
2018,Pushback,2,563,82,37,99
2019,Pushback,3,60,83,17,88
2019,Javani,1,55,70,8,88
2019,The Confession,1,51,92,17,100
2019,Fantasy Patrol,1,1627,80,51,96
2020,Fantasy Patrol,2,147,69,25,96
2000,Crime Scene,1,45,95,12,92
2011,Crime Scene,12,15,83,10,70
2015,Crime Scene,16,11,86,5,100
2016,Floaters,1,92,100,11,100
2018,Floaters,2,9,89,9,100
2019,Our Place,1,141,90,30,93
2020,Trying,1,35,94,14,86
2016,Yaya and Paya,1,92,77,13,38
2018,Shusha,1,21,100,16,94
2019,Palomino & Swissy,1,13,77,6,67
2016,Celia,1,13,100,6,100
2015,Sinif,1,39,83,8,25
2015,The Savages,1,628,81,58,93
2019,The Itch,1,19741,92,88,67
2019,The Mark Side,1,372,85,26,62
2020,F o R,1,64,91,14,86
2020,Beta,1,60,72,7,14
2016,Nameless,1,827,87,41,83
2018,Nameless,2,682,95,14,100
2016,"La vie, la vie",1,357,84,32,75
2020,Penny Dreadfuls,1,228,46,32,75
2014,Jame' Salem,1,25,65,10,80
2017,Jame' Salem,4,25,69,6,100
2018,Problems,1,13,80,9,100
2017,The Jump,1,771,87,57,98
2018,The Jump,2,172,87,28,96
2019,The Jump,3,171,65,23,96
2020,The Jump,4,40,72,19,100
2020,Breaking Hate,1,64,86,14,21
2017,Moms,1,74,68,12,75
2016,Bogan Hunters,1,85,59,14,0
2007,On the Line,1,5,80,20,55
2013,Mom & Me (and Everyone Online),1,167,84,40,70
2014,Mom & Me (and Everyone Online),2,86,90,8,88
2015,Mom & Me (and Everyone Online),3,52,86,11,100
2016,Crime Story,1,1574,94,93,97
2018,Crime Story,2,1042,94,97,89
2018,By Night,1,117,73,34,94
2020,Dasha,1,50,76,21,90
2020,The Queen and I,1,444,90,21,52
2013,Food Revolution,1,56,86,14,64
2020,The Realty,1,109,71,16,81
2020,Nipsey Comedy,1,10,80,27,48
2015,Mila,1,119,71,46,9
2014,The Virgo,1,1349,87,51,100
2015,The Virgo,2,377,91,12,100
2016,The Virgo,3,218,88,14,100
2017,The Virgo,4,235,88,20,100
2019,The Virgo,5,218,71,22,100
2015,Mariana,1,95,84,5,80
2016,Eyes Down,1,99,87,19,37
2013,Udaan,1,146,71,6,83
1996,Doris,1,14,62,16,88
2004,Doris,9,9,100,11,64
2020,Laure,1,13,92,13,100
2018,Survey,1,1752,93,26,92
2019,Survey,2,175,73,5,60
2018,Bumerang,1,38,70,12,100
2014,Mike,1,153,93,11,82
2018,The Crossing,1,326,86,20,60
2020,The Bartons,1,232,50,21,57
2011,Çat kapi,1,58,84,10,100
2013,Çat kapi,2,37,88,5,100
2017,Çat kapi,5,24,67,5,100
2014,Boj,1,1750,90,26,69
2015,Boj,2,1219,98,22,100
2016,Boj,3,1545,96,31,100
2017,Boj,4,980,98,35,97
2018,Boj,5,1013,94,47,98
2019,Boj,6,657,95,52,96
2019,Couples,1,18,83,9,100
2017,Tower Records Live!,1,8,50,8,88
2019,Laps,1,99,63,17,24
2012,Block-D,1,22,83,5,100
2017,Mr. Jack,1,605,91,29,83
2018,Mr. Jack,2,109,73,10,100
2018,HELL. A.,1,7,86,5,80
2020,Kiko,1,111,95,9,100
2020,Kiko,2,29,93,9,100
2020,Kiko,3,15,100,6,100
2018,In the City,1,15,75,13,92
2020,Extra Ordinary,1,343,88,33,76
2016,"Evil, I",1,103,86,15,67
2018,Deserted,1,1906,80,59,93
2019,Deserted,2,1158,83,41,88
1969,John Macnab,1,25,92,7,100
1974,John Macnab,4,11,90,5,100
2018,Split,1,145,88,21,38
2017,Moynihan,1,105,89,24,63
2020,The Hiddens,1,5,100,5,100
2005,The Damien & Shayne Show,1,68,84,17,59
2014,The Damien & Shayne Show,2,148,97,35,86
2002,The Bounder,1,66,88,21,95
2003,The Bounder,2,37,97,12,92
2004,The Bounder,3,36,97,14,93
2005,The Bounder,4,36,100,11,82
2006,The Bounder,5,33,97,12,100
2007,The Bounder,6,34,94,17,76
2008,The Bounder,7,42,100,33,97
2016,Date of Honor,1,77,85,24,46
2016,Uncut,1,92,89,9,100
2018,Uncut,3,62,97,9,100
2019,Uncut,4,46,80,5,100
2014,iJane,1,375,83,52,67
2020,Hollywood Hell,1,811,76,126,57
2015,Secret Lives,1,205,76,34,35
2020,L.A.,1,13,92,13,100
2013,Cult,1,16,43,25,36
2020,Little Rosey,1,441,57,77,78
2019,Jeet,1,85,91,17,94
2019,The Kings,1,8,88,28,57
2001,RIFK,1,56,92,34,82
2002,RIFK,2,27,96,9,89
2003,RIFK,3,21,95,5,80
2004,RIFK,4,19,68,12,75
2005,RIFK,5,17,88,7,100
2019,The Shak,1,85,32,40,68
2014,Mysteries of the Missing,1,211,74,51,24
2019,Dhana,1,578,93,53,98
2020,Teppan,1,8,100,5,60
2016,Recovery,1,52,73,6,100
2020,Ev,1,67,91,17,94
2020,Post Grad.,1,30,70,27,59
2016,La crim',1,60,37,16,25
2015,Why? With Hannibal Buress,1,11,27,5,40
2018,Fair Game,1,65,91,37,89
1985,Golden Girl,1,15,85,14,86
1986,Golden Girl,2,12,80,5,100
2014,Leeds,1,89,61,31,52
2020,MyTV,1,195,86,36,89
2008,Soul!,1,6,100,10,100
2020,The Duncan's,1,465,89,27,93
2014,Honourablez,1,488,88,32,91
2014,Red Band,1,274,86,51,59
2019,Thari,1,102,82,9,67
2020,Ages,1,10,60,16,81
2010,Hagen,1,63,85,26,35
2012,Hagen,3,33,97,5,60
2013,Hagen,4,63,87,5,80
2014,Hagen,5,82,81,5,80
2017,Hood Adjacent with James Davis,1,14,25,5,100
2018,Danish & O'neill,1,480,87,22,59
1976,The Oz Kids,1,9,100,15,100
1977,The Oz Kids,2,8,100,7,100
1978,The Oz Kids,3,8,100,5,100
2016,Heily,1,39,62,12,75
2017,Natacha,1,449,92,24,42
2020,Berks,1,80,92,11,55
2020,The Station,1,43,79,29,55
1988,N.U.T.S.,1,22,67,18,89
1989,N.U.T.S.,2,11,82,5,100
1992,N.U.T.S.,5,7,71,5,80
1993,N.U.T.S.,6,6,67,8,100
1996,N.U.T.S.,9,14,38,10,20
2018,N.U.T.S.,10,419,70,79,70
1988,Roseanne's Nuts,1,22,67,18,89
1989,Roseanne's Nuts,2,11,82,5,100
1992,Roseanne's Nuts,5,7,71,5,80
1993,Roseanne's Nuts,6,6,67,8,100
1996,Roseanne's Nuts,9,14,38,10,20
2018,Roseanne's Nuts,10,419,70,79,70
2020,High & Mighty,1,213,79,71,86
2019,Marie,1,42,73,36,81
2016,Malicia,1,834,79,46,74
2017,Malicia,2,397,90,22,91
2018,Malicia,3,509,88,13,100
2019,Malicia,4,145,77,29,93
2019,Malicia,5,205,66,10,100
2020,Dragons,1,43,49,5,100
2015,Half Price Hits,1,617,85,52,98
2014,Laura,1,211,74,51,24
2001,Cowboys,1,142,96,22,100
2018,The Trader,1,25,80,11,91
2011,Body & Soul,1,16,50,19,53
2013,Body & Soul,3,9,86,5,100
2009,Merlina,1,189,82,22,55
2011,Merlina,3,110,90,7,86
2012,Merlina,4,115,86,6,100
2012,Merlina,5,26,96,10,100
2014,Consultant,1,77,79,47,72
2019,The Travel Show,1,27,93,9,100
2020,Julie & Brandy: In Your Box Office,1,349,99,24,92
2011,The Scrawl,7,6,17,5,60
2013,The Scrawl,9,5,40,5,100
2014,The Scrawl,10,14,33,6,83
2015,The Scrawl,11,7,67,6,50
2016,The Scrawl,12,7,29,7,57
2017,The Scrawl,13,12,50,13,31
2018,The Scrawl,14,9,29,8,63
2019,The Scrawl,15,26,32,9,89
2017,Recorded Lives,1,8,50,8,88
2019,Adam Smith,1,13,92,8,88
2013,Montaña rusa,1,49,85,32,72
2014,Montaña rusa,2,70,81,5,100
2017,Impostors,1,336,87,13,92
2017,Channel K,1,19,44,6,100
2008,90211,1,38,39,21,48
2017,Ali-A,1,1173,88,80,99
2014,Hitter,1,45,85,6,83
2010,Elephant,1,396,91,42,93
2011,Elephant,2,261,99,27,100
2012,Elephant,3,266,97,28,96
2013,Elephant,4,223,98,25,100
2014,Elephant,5,344,95,28,96
2015,Elephant,6,608,88,25,100
2018,Braf,1,92,76,15,40
1999,Annie Marshall,1,16,94,21,95
2000,Annie Marshall,2,36,97,6,100
2002,Annie Marshall,4,35,76,6,67
2003,Annie Marshall,5,35,88,14,93
2020,The Bantu Hour,1,214,27,21,38
2015,Alex Cross,1,698,87,19,68
2016,Alex Cross,2,306,92,7,100
2017,Alex Cross,3,265,91,7,100
2018,The Burrowers,1,558,92,11,100
2019,The Burrowers,2,131,95,6,100
2019,The Burrowers,3,140,93,7,100
2015,Floral Park,1,227,61,56,46
2019,SOB,1,44,88,6,83
2015,Spotless,1,112,94,7,100
2019,Trainers,1,11,55,7,86
2012,Saheli,1,232,90,15,60
2013,Saheli,2,143,86,7,71
2018,Here and Now,1,223,84,50,24
2018,Rest in Power: The Trayvon Martin Story,1,74,27,11,100
2015,Blind,1,510,74,63,68
2016,Blind,2,158,78,6,100
2018,Grime Town,1,137,88,20,95
2016,The Madison Code,1,10,62,7,57
2013,Agent King,1,3073,79,72,88
2014,Agent King,2,2473,90,33,91
2015,Agent King,3,1941,91,22,100
2016,Agent King,4,1415,94,25,96
2017,Agent King,5,1230,92,23,100
2019,Agent King,6,651,89,15,93
2020,Agent King,7,252,92,14,100
2020,Éternelle,1,1101,52,52,67
2016,Vidiots,1,52,75,9,89
2020,Off Their Rockers,1,82,59,27,96
2015,Polar,1,12,92,23,91
2016,Polar,2,16,94,10,80
2017,Polar,3,185,89,17,100
2018,Polar,4,56,95,16,81
2019,Polar,5,36,47,21,86
2014,Yasemin,1,108,53,29,59
2018,Mosaicos,1,78,61,41,78
2019,Patrons,1,45,93,12,50
2009,Joke Doc,4,6,100,6,100
2013,Joke Doc,6,5,100,8,88
2015,Joke Doc,7,5,100,10,80
2017,Joke Doc,8,5,100,6,83
2019,Joke Doc,9,6,100,5,60
2005,Comeback,1,68,84,17,59
2014,Comeback,2,148,97,35,86
2016,Vice News,1,9,62,6,67
2008,L-Ever,1,51,84,23,70
2010,L-Ever,3,22,86,6,100
2011,L-Ever,4,21,85,8,100
2012,L-Ever,5,46,93,8,100
2020,Next Stop,1,16,69,14,64
2017,The Keepers,1,538,94,31,97
2006,Mikey & Tony,1,5,100,5,80
1999,Freaks!,1,238,96,32,100
2015,America First,1,866,80,55,93
2017,America First,2,27,62,32,75
2011,奈何BOSS又如何,1,82,90,37,76
2012,奈何BOSS又如何,2,57,96,21,86
2018,Andrea,1,61,79,34,85
2018,Sukces,1,260,83,82,88
2019,Sukces,2,423,91,70,97
2019,In Between,1,88,97,9,67
2017,The Guest,1,59,86,11,64
2019,Zona,1,739,38,88,70
2020,Zona,2,45,53,23,65
1995,The Journey,1,13,56,5,100
2020,Thamarai,1,572,50,6,33
2017,Black Mercy,1,149,91,39,97
2020,Naknadno,1,50,48,6,17
2015,Blender,1,13,75,8,38
2009,The League,1,111,82,28,61
2010,The League,2,85,89,5,80
2011,The League,3,73,85,10,80
2012,The League,4,73,90,6,100
2013,The League,5,97,83,7,71
2014,The League,6,105,87,5,100
2015,The League,7,55,50,16,81
2018,Mahalasi,1,138,61,20,75
2015,Work From Home,1,33,72,11,55
2016,Scomparsa,1,29,79,20,85
2019,So L.A.,1,204,77,30,90
2020,The Baby,1,79,80,43,100
2016,Cidiots,1,52,75,9,89
2018,You & I,1,1906,80,59,93
2019,You & I,2,1158,83,41,88
2020,Majika,1,34,68,14,86
2019,4,1,25,48,6,83
2019,KINK'D,1,457,97,14,93
2020,KINK'D,2,158,94,7,100
2017,Same Girl,1,56,79,47,49
2020,Sebeke,1,40,88,32,78
2019,School,1,29,74,11,73
2014,Firar,1,57,65,16,25
2017,Margarita,1,891,85,89,93
2018,Margarita,2,563,82,37,99
2019,Margarita,3,60,83,17,88
2015,Ada,1,22,71,5,100
2020,The Gallery,1,33,94,9,100
2019,Four,1,25,48,6,83
2016,Suzuko's Love,1,887,86,46,87
2017,Suzuko's Love,2,239,85,27,96
2018,Suzuko's Love,3,159,87,11,100
1991,Kalambur,1,60,91,12,75
2013,Very News,1,855,88,45,82
2014,Very News,2,691,89,21,90
2015,Very News,3,454,93,21,95
2016,Very News,4,440,94,17,100
2017,Very News,5,495,90,21,100
2016,As If,1,6,67,12,58
2014,Wild Horses,1,1750,90,26,69
2015,Wild Horses,2,1219,98,22,100
2016,Wild Horses,3,1545,96,31,100
2017,Wild Horses,4,980,98,35,97
2018,Wild Horses,5,1013,94,47,98
2019,Wild Horses,6,657,95,52,96
2020,Soda,1,40,55,9,89
2019,Conversations,1,166,75,25,56
2015,City West,1,61,67,45,18
2020,Stree,1,5,80,7,86
2016,Bianca,1,29,79,20,85
2017,Castleton,1,1214,91,25,80
2018,Castleton,2,433,90,13,100
2019,Castleton,3,281,83,16,100
2018,Fallen Cards,1,37,81,32,97
2018,Fallen Cards,2,207,85,30,87
2019,Fallen Cards,3,43,88,12,92
2019,Fallen Cards,4,26,85,12,92
2020,Fallen Cards,5,26,77,6,100
2018,The Genius,1,235,84,30,80
2013,Donovan & Simms,1,310,91,43,77
2014,Donovan & Simms,2,284,92,11,73
2015,Donovan & Simms,3,231,93,13,77
